,brand,model,model_year,milage,fuel_type,engine,transmission,accident,clean_title,price
2518,Porsche,Macan S,2016,50000,Gasoline,340.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,7-Speed A/T,None,Yes,36000
2519,Porsche,Panamera 4,2011,85000,Gasoline,300.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,A/T,Unknown,Unknown,21500
2520,Genesis,G70 3.3T Advanced,2019,48000,Gasoline,365.0HP 3.3L V6 Cylinder Engine Gasoline Fuel,8-Speed A/T,None,Yes,29999
2521,Jeep,Wrangler Sport,2021,11756,Gasoline,"2L I-4 gasoline direct injection, DOHC, intercooled turbo, engin",Automatic,Reported,Unknown,33400
2522,Audi,Q5 2.0T Premium Plus,2018,50400,Gasoline,252.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,None,Yes,28500
2523,BMW,335 i xDrive,2012,153600,Gasoline,300.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,6-Speed M/T,None,Yes,17500
2524,Land,Rover Range Rover P530 SE,2023,1869,Gasoline,4.4L V8 32V GDI DOHC Twin Turbo,Automatic,None,Yes,164725
2525,Dodge,Durango SRT 392,2022,31917,Gasoline,475.0HP 6.4L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,None,Yes,64683
2526,BMW,M3 Base,2016,56235,Gasoline,425.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,6-Speed M/T,None,Yes,50500
2527,Ford,Fiesta ST,2019,28724,Gasoline,197.0HP 1.6L 4 Cylinder Engine Gasoline Fuel,6-Speed M/T,Reported,Yes,18300
2528,Lincoln,MKS Base,2015,124400,Gasoline,305.0HP 3.7L V6 Cylinder Engine Gasoline Fuel,6-Speed A/T,Reported,Yes,9500
2529,Chevrolet,Tahoe Premier,2020,137000,Gasoline,355.0HP 5.3L 8 Cylinder Engine Gasoline Fuel,6-Speed A/T,None,Yes,46000
2530,Ferrari,F430 Berlinetta,2005,38686,Gasoline,483.0HP 4.3L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,None,Yes,99999
2531,Ford,F-250 Platinum,2022,6600,Gasoline,430.0HP 7.3L 8 Cylinder Engine Gasoline Fuel,10-Speed A/T,Reported,Yes,72900
2532,Mercedes-Benz,SLK-Class SLK280 Roadster,2007,67200,Gasoline,228.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,A/T,None,Yes,11500
2533,Porsche,Macan,2021,16554,Gasoline,2.0 Liter,Automatic,None,Unknown,51698
2534,BMW,X5 PHEV xDrive45e,2023,15736,Plug-In Hybrid,389.0HP 3.0L Straight 6 Cylinder Engine Plug-In Electric/Gas,8-Speed A/T,None,Yes,67900
2535,Mercedes-Benz,E-Class E500,2005,153460,Gasoline,302.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,A/T,Reported,Yes,5800
2536,Acura,TL 3.7,2012,70000,Gasoline,305.0HP 3.7L V6 Cylinder Engine Gasoline Fuel,A/T,Reported,Yes,15051
2537,Hyundai,Equus Signature,2011,143898,Gasoline,378.0HP 4.6L 8 Cylinder Engine Gasoline Fuel,6-Speed A/T,None,Yes,9950
2538,Mercedes-Benz,SL-Class SL500 Roadster,2003,26190,Gasoline,302.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,A/T,None,Yes,22000
2539,Toyota,Land Cruiser Base,2000,209193,Gasoline,230.0HP 4.7L 8 Cylinder Engine Gasoline Fuel,A/T,None,Yes,15900
2540,RAM,2500 Big Horn,2018,27839,Gasoline,6.4L V8 16V MPFI OHV,6-Speed Automatic,None,Yes,41688
2541,Chevrolet,Silverado 2500 WT,2018,141195,E85 Flex Fuel,6.0L V8 16V MPFI OHV Flexible Fuel,6-Speed Automatic,Unknown,Unknown,28499
2542,Porsche,Macan S,2022,20250,Gasoline,375.0HP 2.9L V6 Cylinder Engine Gasoline Fuel,7-Speed A/T,None,Yes,68500
2543,Jeep,Grand Cherokee L Limited,2022,18333,Gasoline,3.6L V6 24V MPFI DOHC,8-Speed Automatic,None,Unknown,41599
2544,Mercedes-Benz,E-Class E 350,2014,35000,Gasoline,302.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,7-Speed A/T,None,Yes,29998
2545,Dodge,Magnum Base,2006,133255,Gasoline,250.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,A/T,None,Yes,4000
2546,Porsche,Macan Turbo,2021,14526,Gasoline,2.9 Liter Turbo,Automatic,None,Unknown,79998
2547,Mercedes-Benz,E-Class E 550,2014,43690,Gasoline,402.0HP 4.7L 8 Cylinder Engine Gasoline Fuel,A/T,None,Yes,23500
2548,Porsche,Macan S,2020,29136,Gasoline,3.0 Liter Turbo,Automatic,None,Unknown,58598
2549,Cadillac,XT5 Luxury,2017,72060,Gasoline,3.6L V6 24V GDI DOHC,8-Speed Automatic,None,Unknown,24590
2550,Toyota,Tundra Platinum,2023,8800,Gasoline,389.0HP 3.4L V6 Cylinder Engine Gasoline Fuel,A/T,None,Yes,68500
2551,Nissan,Versa 1.6 SL,2015,85768,Gasoline,109.0HP 1.6L 4 Cylinder Engine Gasoline Fuel,CVT Transmission,Reported,Yes,8250
2552,Mercedes-Benz,AMG GT 53 Base,2022,2235,Hybrid,429.0HP 3.0L Straight 6 Cylinder Engine Gasoline/Mild Electric Hybrid,Transmission w/Dual Shift Mode,None,Yes,110000
2553,Buick,Enclave Avenir,2019,121521,Gasoline,3.6L V6 24V GDI DOHC,9-Speed Automatic,None,Yes,26772
2554,Porsche,911 GT3,2015,23700,Gasoline,475.0HP 3.8L Flat 6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,None,Yes,144940
2555,BMW,328 i,2013,124000,Gasoline,230.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,A/T,None,Yes,11900
2556,Acura,ILX Premium Package,2018,32260,Gasoline,201.0HP 2.4L 4 Cylinder Engine Gasoline Fuel,A/T,None,Yes,20999
2557,Lexus,GX 460 Base,2015,92000,Gasoline,301.0HP 4.6L 8 Cylinder Engine Gasoline Fuel,6-Speed A/T,None,Yes,28000
2558,Toyota,Land Cruiser Base,2010,269885,Gasoline,381.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,6-Speed A/T,Reported,Yes,22500
2559,Chevrolet,Corvette Base,2008,51855,Gasoline,430.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,6-Speed A/T,None,Yes,35900
2560,Mazda,Mazda6 i Touring,2015,124000,Gasoline,184.0HP 2.5L 4 Cylinder Engine Gasoline Fuel,6-Speed M/T,Reported,Yes,12900
2561,Jaguar,F-TYPE R,2015,26000,Gasoline,550.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,None,Yes,52500
2562,Audi,A3 2.0T Premium,2018,36500,Gasoline,220.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,6-Speed A/T,Reported,Yes,25500
2563,Chevrolet,Camaro 2SS,2022,1400,Gasoline,455.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,10-Speed A/T,None,Yes,54900
2564,Jeep,Wrangler Unlimited Sport S,2018,17000,Gasoline,285.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,A/T,None,Yes,38500
2565,Honda,Civic Sport,2021,42750,Gasoline,1.5L I4 16V GDI DOHC Turbo,Automatic CVT,None,Yes,25698
2566,Porsche,Cayman Base,2011,67998,Gasoline,265.0HP 2.9L Flat 6 Cylinder Engine Gasoline Fuel,6-Speed M/T,None,Yes,30000
2567,Ford,Mustang GT,2008,64500,Gasoline,300.0HP 4.6L 8 Cylinder Engine Gasoline Fuel,5-Speed M/T,Reported,Yes,16000
2568,Toyota,FJ Cruiser Base,2007,102000,Gasoline,239.0HP 4.0L V6 Cylinder Engine Gasoline Fuel,6-Speed M/T,None,Yes,24900
2569,Land,Rover Discovery SE,2004,145000,Gasoline,217.0HP 4.6L 8 Cylinder Engine Gasoline Fuel,A/T,None,Yes,15500
2570,Porsche,718 Boxster S,2018,50000,Gasoline,350.0HP 2.5L 4 Cylinder Engine Gasoline Fuel,A/T,Reported,Yes,55000
2571,Chevrolet,Corvette Base,2004,37622,Gasoline,350.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,A/T,None,Yes,25500
2572,Toyota,Avalon Limited,2006,89987,Gasoline,268.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,5-Speed A/T,None,Yes,9499
2573,INFINITI,QX80 Base,2015,136390,Gasoline,5.6L V8 32V GDI DOHC,7-Speed Automatic,None,Yes,20470
2574,Cadillac,DeVille Base,1994,90000,–,–,A/T,Reported,Yes,2990
2575,Chevrolet,Camaro 2SS,2015,27000,Gasoline,426.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,None,Yes,33000
2576,Jeep,Liberty Renegade,2004,144770,Gasoline,210.0HP 3.7L V6 Cylinder Engine Gasoline Fuel,4-Speed A/T,Reported,Yes,6500
2577,Toyota,4Runner Trail,2011,157000,Gasoline,270.0HP 4.0L V6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,None,Yes,23500
2578,BMW,328 i xDrive,2010,132000,Gasoline,230.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Reported,Yes,8500
2579,Ford,Excursion Limited Ultimate,2002,137000,Diesel,250.0HP 7.3L 8 Cylinder Engine Diesel Fuel,4-Speed A/T,None,Yes,15000
2580,Lexus,IS 300 Base,2018,50992,Gasoline,260.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,A/T,Reported,Yes,28000
2581,Cadillac,CTS Performance,2010,105760,Gasoline,270.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,6-Speed A/T,None,Yes,12900
2582,Lexus,LC 500 Base,2018,29800,Gasoline,471.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,10-Speed A/T,None,Yes,68495
2583,BMW,540 i xDrive,2019,21000,Gasoline,335.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Reported,Yes,42000
2584,Chevrolet,Corvette Base,1998,152195,Gasoline,340.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,A/T,None,Yes,9900
2585,Hummer,H2 Base,2006,169900,Gasoline,325.0HP 6.0L 8 Cylinder Engine Gasoline Fuel,A/T,Reported,Yes,16900
2586,Volvo,XC90 3.2,2008,196000,Gasoline,235.0HP 3.2L Straight 6 Cylinder Engine Gasoline Fuel,A/T,None,Yes,6499
2587,Jeep,Wrangler Unlimited Sahara,2009,180036,Gasoline,202.0HP 3.8L V6 Cylinder Engine Gasoline Fuel,A/T,Reported,Yes,9100
2588,Land,Rover Discovery HSE LUXURY,2017,57918,Gasoline,340.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,None,Yes,33500
2589,BMW,340 i,2017,98600,Gasoline,320.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,8-Speed A/T,None,Yes,26500
2590,Ford,F-250 Lariat,2018,120000,Diesel,450.0HP 6.7L 8 Cylinder Engine Diesel Fuel,6-Speed A/T,Reported,Yes,55000
2591,BMW,M3 Competition,2022,14269,Gasoline,503.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,8-Speed A/T,None,Yes,80000
2592,Lexus,LC 500 Base,2022,6875,Gasoline,471.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,A/T,None,Yes,89000
2593,Honda,CR-V Touring,2019,55100,Gasoline,1.5L I4 16V GDI DOHC Turbo,Automatic CVT,None,Unknown,28324
2594,Porsche,Panamera S,2012,49000,Gasoline,400.0HP 4.8L 8 Cylinder Engine Gasoline Fuel,7-Speed A/T,Unknown,Unknown,41500
2595,BMW,750 i,2009,74600,Gasoline,400.0HP 4.4L 8 Cylinder Engine Gasoline Fuel,A/T,None,Yes,15000
2596,Audi,A7 3.0T Premium,2019,45900,Hybrid,335.0HP 3.0L V6 Cylinder Engine Gasoline/Mild Electric Hybrid,Transmission w/Dual Shift Mode,Reported,Yes,41500
2597,Chrysler,200 Limited,2015,95271,E85 Flex Fuel,184.0HP 2.4L 4 Cylinder Engine Flex Fuel Capability,A/T,Unknown,Unknown,12468
2598,Ford,F-150 XL,2021,88883,Gasoline,2.7L V6 24V PDI DOHC Twin Turbo,10-Speed Automatic,None,Yes,33172
2599,Dodge,Grand Caravan R/T,2013,43000,E85 Flex Fuel,283.0HP 3.6L V6 Cylinder Engine Flex Fuel Capability,6-Speed A/T,None,Yes,35000
2600,Ford,Focus SE,2018,33700,E85 Flex Fuel,160.0HP 2.0L 4 Cylinder Engine Flex Fuel Capability,A/T,Reported,Yes,12000
2601,RAM,2500 Big Horn,2016,95115,Diesel,6.7L I6 24V DDI OHV Turbo Diesel,6-Speed Automatic,None,Yes,43640
2602,Lotus,Elise Base,2005,25250,Gasoline,190.0HP 1.8L 4 Cylinder Engine Gasoline Fuel,M/T,Unknown,Unknown,44000
2603,Chevrolet,Corvette Base,2007,20200,Gasoline,400.0HP 6.0L 8 Cylinder Engine Gasoline Fuel,6-Speed A/T,None,Yes,27500
2604,Audi,allroad 2.0T Prestige,2013,104457,Gasoline,211.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,8-Speed A/T,None,Yes,17900
2605,McLaren,570S Spider,2018,8984,Gasoline,3.8L V8 32V MPFI DOHC Twin Turbo,7-Speed Automatic with Auto-Shift,None,Unknown,171900
2606,Chevrolet,Express 2500 Work Van,2017,76000,Gasoline,285.0HP 4.8L 8 Cylinder Engine Gasoline Fuel,A/T,None,Yes,41400
2607,Chevrolet,Traverse High Country,2020,56247,Gasoline,3.6L V6 24V GDI DOHC,9-Speed Automatic,None,Yes,39244
2608,Jeep,Wrangler S,1994,50750,–,–,5-Speed M/T,None,Yes,15000
2609,Acura,ILX Technology Plus Package,2016,61000,Gasoline,201.0HP 2.4L 4 Cylinder Engine Gasoline Fuel,A/T,Reported,Yes,21000
2610,Chevrolet,Camaro 1LT,2019,9111,Gasoline,3.6L V6 GDI DOHC,8-Speed Automatic,None,Unknown,27599
2611,Lexus,ES 350 Base,2015,100900,Gasoline,3.5 Liter,Automatic,None,Unknown,21998
2612,Ford,F-150 XLT,2021,24207,Gasoline,2.7L V6 24V PDI DOHC Twin Turbo,10-Speed Automatic,None,Yes,43430
2613,Tesla,Model Y Long Range,2022,9411,Gasoline,Dual Motor - Standard,Automatic,None,Unknown,47998
2614,Chevrolet,Corvette Z06,2006,21000,Gasoline,505.0HP 7.0L 8 Cylinder Engine Gasoline Fuel,6-Speed M/T,None,Yes,47500
2615,Cadillac,CTS 3.6L Premium Luxury,2019,136150,Gasoline,335.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Reported,Yes,22500
2616,BMW,M3 Base,2009,78414,Gasoline,420.0HP 4.0L 8 Cylinder Engine Gasoline Fuel,7-Speed A/T,Reported,Yes,28750
2617,Mazda,Mazda3 FWD w/Preferred Package,2019,60800,Gasoline,186.0HP 2.5L 4 Cylinder Engine Gasoline Fuel,6-Speed A/T,None,Yes,19900
2618,Ford,Maverick XLT,2022,16400,Hybrid,191.0HP 2.5L 4 Cylinder Engine Gas/Electric Hybrid,CVT Transmission,None,Yes,34000
2619,Toyota,Highlander Hybrid Limited,2018,62200,Hybrid,306.0HP 3.5L V6 Cylinder Engine Gas/Electric Hybrid,CVT Transmission,None,Yes,35707
2620,BMW,X6 xDrive40i,2021,72903,Hybrid,3.0 Liter Turbo,SCHEDULED FOR OR IN PRODUCTION,Reported,Unknown,53998
2621,Lincoln,Town Car Signature,2003,142215,Gasoline,239.0HP 4.6L 8 Cylinder Engine Gasoline Fuel,4-Speed A/T,None,Yes,5000
2622,Mercedes-Benz,SL-Class SL550 Roadster,2007,150000,Gasoline,382.0HP 5.5L 8 Cylinder Engine Gasoline Fuel,A/T,None,Yes,8000
2623,Ford,Mustang GT,1998,49170,Gasoline,225.0HP 4.6L 8 Cylinder Engine Gasoline Fuel,A/T,None,Yes,12500
2624,Chevrolet,Suburban 1500 LT,2015,167500,Gasoline,355.0HP 5.3L 8 Cylinder Engine Gasoline Fuel,6-Speed A/T,None,Yes,18000
2625,Ford,Fusion SE,2016,110450,Gasoline,231.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,6-Speed A/T,None,Yes,11000
2626,Audi,S4 3.0T Premium Plus,2014,106000,Gasoline,333.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,6-Speed M/T,Reported,Yes,23000
2627,Chevrolet,Suburban Premier,2017,92728,Gasoline,355.0HP 5.3L 8 Cylinder Engine Gasoline Fuel,6-Speed A/T,None,Yes,34900
2628,Ford,Bronco Big Bend,2022,17000,Gasoline,275.0HP 2.3L 4 Cylinder Engine Gasoline Fuel,A/T,None,Yes,44000
2629,Ford,F-250 XL,2016,75200,E85 Flex Fuel,385.0HP 6.2L 8 Cylinder Engine Flex Fuel Capability,6-Speed A/T,None,Yes,22000
2630,Dodge,Challenger SRT Hellcat,2015,1800,Gasoline,707.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,A/T,None,Yes,64990
2631,Toyota,Tacoma TRD Sport,2019,36283,Gasoline,3.5 Liter,Automatic,None,Unknown,39598
2632,Audi,Q5 S line Premium Plus,2023,6682,Hybrid,2.0 Liter TFSI,Automatic,None,Unknown,47798
2633,Jeep,Wrangler Sport,2018,23399,Gasoline,2.0L I4 16V GDI DOHC Turbo,8-Speed Automatic,None,Unknown,28999
2634,Genesis,G80 3.8,2017,29720,Gasoline,311.0HP 3.8L V6 Cylinder Engine Gasoline Fuel,8-Speed A/T,None,Yes,29500
2635,Mercedes-Benz,SL-Class SL63 AMG Roadster,2009,56000,Gasoline,518.0HP 6.3L 8 Cylinder Engine Gasoline Fuel,A/T,None,Yes,44850
2636,Lexus,LX 570 Three-Row,2020,59419,Gasoline,383.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,A/T,None,Yes,73000
2637,Kia,Stinger GT2,2018,69100,Gasoline,365.0HP 3.3L V6 Cylinder Engine Gasoline Fuel,8-Speed A/T,None,Yes,32500
2638,Nissan,GT-R Premium,2021,22185,Gasoline,3.8L V6 24V MPFI DOHC Twin Turbo,6-Speed Automatic with Auto-Shift,None,Yes,131999
2639,Chevrolet,Trailblazer SS,2008,29586,Gasoline,390.0HP 6.0L 8 Cylinder Engine Gasoline Fuel,A/T,None,Yes,47900
2640,Chevrolet,Silverado 2500 WT,2021,63866,Gasoline,6.6L V8 16V GDI OHV,Automatic,None,Yes,41885
2641,Chevrolet,Suburban LTZ,2016,135484,Gasoline,5.3L V8 16V GDI OHV,6-Speed Automatic,Unknown,Unknown,29748
2642,Mercedes-Benz,E-Class E 350,2014,78500,Gasoline,302.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,7-Speed A/T,Reported,Yes,17900
2643,BMW,M3 Base,2012,7982,Gasoline,414.0HP 4.0L 8 Cylinder Engine Gasoline Fuel,7-Speed A/T,Unknown,Unknown,51900
2644,Bentley,Continental GT V8,2022,1795,Gasoline,"4L V-8 gasoline direct injection, DOHC, variable valve control,",Automatic,None,Unknown,269991
2645,Volkswagen,Golf R Base,2022,1067,Gasoline,315.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,7-Speed A/T,None,Yes,48000
2646,Ford,Explorer Limited,2017,152000,Gasoline,290.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,6-Speed A/T,None,Yes,15499
2647,Honda,Odyssey LX,2011,185000,Gasoline,248.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,A/T,None,Yes,8900
2648,Dodge,Ram 2500 SLT Mega Cab,2007,97724,Diesel,350.0HP 6.7L Straight 6 Cylinder Engine Diesel Fuel,A/T,None,Yes,19998
2649,Honda,Civic Sport,2020,22227,Gasoline,2.0L I4 16V MPFI DOHC,Automatic CVT,Unknown,Unknown,25980
2650,Honda,Civic LX,2016,111000,Gasoline,158.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,A/T,None,Yes,13000
2651,Ford,F-250 XLT,2019,32268,E85 Flex Fuel,385.0HP 6.2L 8 Cylinder Engine Flex Fuel Capability,6-Speed A/T,None,Yes,46500
2652,Nissan,Pathfinder SV,2019,122009,Gasoline,3.5 Liter,Automatic,None,Unknown,18998
2653,Land,Rover Range Rover HSE SWB,2020,57785,Hybrid,395.0HP 3.0L Straight 6 Cylinder Engine Gasoline/Mild Electric Hybrid,A/T,None,Yes,63995
2654,BMW,M3 Base,2002,204884,Gasoline,333.0HP 3.2L Straight 6 Cylinder Engine Gasoline Fuel,6-Speed M/T,Reported,Yes,21500
2655,Hummer,H2 Base,2003,179400,Gasoline,316.0HP 6.0L 8 Cylinder Engine Gasoline Fuel,A/T,Reported,Yes,15000
2656,Mazda,RX-8 R3,2009,57000,Gasoline,232.0HP 1.3L Rotary engine Gasoline Fuel,6-Speed M/T,None,Yes,14000
2657,Lexus,LX 570 Three-Row,2021,25997,Gasoline,383.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,A/T,None,Yes,87000
2658,Chevrolet,Suburban Z71,2022,36555,Gasoline,5.3L V8 16V GDI OHV,Automatic,None,Yes,64288
2659,Mercedes-Benz,S-Class S 580 4MATIC,2023,989,Gasoline,4.0L V8 32V GDI DOHC Twin Turbo,9-Speed Automatic,None,Yes,122950
2660,Chevrolet,Corvette Base,2007,28514,Gasoline,400.0HP 6.0L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,None,Yes,32000
2661,Ford,Mustang GT Premium,2019,10400,Gasoline,460.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,10-Speed A/T,None,Yes,40000
2662,Chevrolet,Equinox Premier w/2LZ,2020,51133,Gasoline,2.0L I4 16V GDI DOHC Turbo,9-Speed Automatic,Reported,Unknown,25800
2663,Chevrolet,Camaro Z28,1999,58800,Gasoline,305.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,A/T,None,Yes,15000
2664,Land,Rover Discovery HSE,2018,85000,Gasoline,340.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,8-Speed A/T,None,Yes,33000
2665,Jeep,Wrangler SE,2000,95200,Gasoline,120.0HP 2.5L 4 Cylinder Engine Gasoline Fuel,5-Speed M/T,None,Yes,11999
2666,Toyota,Highlander XLE,2015,68575,Gasoline,270.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,A/T,Reported,Yes,26000
2667,Chevrolet,Corvette Grand Sport,2011,12300,Gasoline,430.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,6-Speed A/T,None,Yes,45000
2668,Chevrolet,Corvette Stingray,2018,13900,Gasoline,455.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,None,Yes,54490
2669,Mercedes-Benz,SLK-Class SLK230 Kompressor,2001,58800,Gasoline,190.0HP 2.3L 4 Cylinder Engine Gasoline Fuel,A/T,None,Yes,9000
2670,Nissan,Juke NISMO RS,2016,30700,Gasoline,215.0HP 1.6L 4 Cylinder Engine Gasoline Fuel,6-Speed M/T,Reported,Yes,21500
2671,Porsche,911 Carrera C2S,2005,104000,Gasoline,355.0HP 3.8L Flat 6 Cylinder Engine Gasoline Fuel,6-Speed M/T,None,Yes,44800
2672,Chevrolet,Colorado LT,2019,139116,Gasoline,3.6L V6 24V GDI DOHC,Automatic,Reported,Yes,24899
2673,Porsche,Macan S,2019,36700,Gasoline,348.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,7-Speed A/T,Reported,Yes,48990
2674,Mercedes-Benz,GLE 350 Base 4MATIC,2022,24500,Gasoline,255.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,9-Speed A/T,None,Yes,82150
2675,Toyota,Land Cruiser Base,2017,65000,Gasoline,381.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,A/T,Reported,Yes,65000
2676,BMW,X6 xDrive40i,2021,27654,Hybrid,3.0 Liter Turbo,Automatic,None,Unknown,61998
2677,Rivian,R1S Adventure Package,2023,542,Gasoline,835.0HP Electric Motor Electric Fuel System,A/T,None,Yes,92500
2678,Toyota,Highlander Platinum,2020,41000,Gasoline,295.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,8-Speed A/T,None,Yes,38700
2679,Mercedes-Benz,SL-Class SL 63 AMG,2011,47400,Gasoline,518.0HP 6.3L 8 Cylinder Engine Gasoline Fuel,7-Speed A/T,Reported,Yes,41000
2680,Ford,Thunderbird Deluxe,2002,40110,Gasoline,252.0HP 3.9L 8 Cylinder Engine Gasoline Fuel,A/T,None,Yes,18500
2681,RAM,2500 Big Horn,2014,124700,Gasoline,410.0HP 6.4L 8 Cylinder Engine Gasoline Fuel,6-Speed A/T,None,Yes,30000
2682,Ford,F-350 XLT,2013,31000,E85 Flex Fuel,316.0HP 6.2L 8 Cylinder Engine Flex Fuel Capability,A/T,Reported,Yes,35000
2683,Toyota,RAV4 Prime XSE,2022,7100,Plug-In Hybrid,302.0HP 2.5L 4 Cylinder Engine Plug-In Electric/Gas,A/T,None,Yes,49000
2684,Jeep,Grand Cherokee Limited,2018,91677,Gasoline,3.6L V6 24V MPFI DOHC,8-Speed Automatic,None,Unknown,26816
2685,Ford,Focus SE,2009,107500,Gasoline,132.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,A/T,None,Yes,9500
2686,Porsche,911 Carrera 4 GTS,2023,1518,Gasoline,473.0HP 3.0L Flat 6 Cylinder Engine Gasoline Fuel,8-Speed A/T,None,Yes,194965
2687,Chevrolet,Corvette Stingray w/2LT,2023,5200,Gasoline,490.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,None,Yes,88900
2688,Ford,F-150 XLT SuperCab,1999,48054,Gasoline,220.0HP 4.6L 8 Cylinder Engine Gasoline Fuel,A/T,None,Yes,9500
2689,Porsche,Macan Base,2018,87500,Gasoline,252.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,None,Yes,28000
2690,Acura,ZDX Base,2012,106335,Gasoline,300.0HP 3.7L V6 Cylinder Engine Gasoline Fuel,6-Speed A/T,None,Yes,19000
2691,Chevrolet,Suburban Premier,2017,133598,Gasoline,5.3L V8 16V GDI OHV,6-Speed Automatic,Reported,Yes,29999
2692,Chevrolet,Traverse Premier,2018,68455,Gasoline,3.6L V6 24V GDI DOHC,9-Speed Automatic,None,Yes,30989
2693,Mercedes-Benz,E-Class E 400,2018,28690,Gasoline,329.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,A/T,None,Yes,38880
2694,BMW,M3 Base,2012,83000,Gasoline,414.0HP 4.0L 8 Cylinder Engine Gasoline Fuel,7-Speed A/T,Reported,Yes,31000
2695,Ford,F-250 XLT,2019,38600,Diesel,450.0HP 6.7L 8 Cylinder Engine Diesel Fuel,6-Speed A/T,None,Yes,54500
2696,Toyota,Highlander SE,2019,92000,Gasoline,295.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,A/T,Reported,Yes,30000
2697,Saturn,Sky Red Line,2009,134000,Gasoline,260.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,5-Speed M/T,Reported,Yes,9500
2698,Lexus,LS 460 Base,2012,103000,Gasoline,380.0HP 4.6L 8 Cylinder Engine Gasoline Fuel,A/T,None,Yes,20500
2699,Honda,CR-V LX,2004,176261,Gasoline,160.0HP 2.4L 4 Cylinder Engine Gasoline Fuel,M/T,None,Yes,3750
2700,Ford,Mustang GT Premium,2010,58500,Gasoline,315.0HP 4.6L 8 Cylinder Engine Gasoline Fuel,5-Speed M/T,Reported,Yes,20000
2701,Ford,F-250 Limited,2018,64000,Diesel,450.0HP 6.7L 8 Cylinder Engine Diesel Fuel,A/T,None,Yes,64000
